class,label,gloss
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_city_gate,historic city gate,A city gate within a city wall
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_citywalls,historic citywalls,A citywall is a fortification used to defend a city.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_farm,historic farm,"A historical farm, kept in its original state."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_fort,historic fort,"A military fort, a stand-alone defensive structure which differs from a castle in that there is no permanent residence"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_gallows,historic gallows,remains of a gallows
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_highwater_mark,historic highwater mark,A marker for indicating past flood
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_locomotive,historic locomotive,A decommissioned locomotive which generally remains in one place
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_manor,historic manor,Historic manors/mansions having different use today
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_memorial,historic memorial,"Small memorials, usually remembering special persons, people who lost their lives in the wars, past events or missing places."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_milestone,historic milestone,A historic marker that shows the distance to important destinations
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_monastery,historic monastery,Building/place that is a historically significant monastery.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_monument,historic monument,"A memorial object, which is especially large, built to remember, show respect to a person or group of people or to commemorate an event."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_optical_telegraph,historic optical telegraph,Semaphore system
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_pa,historic pa,A New Zealand Maori Pā
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_pa,Maori pa,A New Zealand Maori Pā
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_pillory,historic pillory,A pillory.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_railway_car,Historic railway car,A decommissioned railway car which generally remains in one place
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_ruins,historic ruins,"Remains of structures that were once complete, but have fallen into partial or complete disrepair."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_rune_stone,historic rune stone,"Stones, boulders or bedrock with historical runic inscriptions."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_ship,historic ship,A decommissioned ship/submarine which generally remains in one place
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_tank,historic tank,A decommissioned tank which generally remains in one place
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_tomb,historic tomb,A structure where somebody has been buried.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_tower,historic tower,This property distinguishes a tower as historic
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_wayside_cross,historic wayside cross,"A historical cross, symbol of christian faith."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_wayside_shrine,historic wayside shrine,A shrine often showing a religious depiction. Tag is used also for modern shrines.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_wreck,historic wreck,A nautical craft that has been sunk or destroyed.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bar,bar,"Bar is a purpose-built commercial establishment that sells alcoholic drinks to be consumed on the premises. They are characterised by a noisy and vibrant atmosphere, similar to a party and usually don't sell food."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_biergarten,biergarten,"Biergarten or beer garden is an open-air area where alcoholic beverages along with food is prepared and served. See also the description of the tags amenity=pub;bar;restaurant. A biergarten can commonly be found attached to a beer hall, pub, bar, or restaurant."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_cafe,cafe,"Cafe is generally an informal place that offers casual meals and beverages; typically, the focus is on coffee or tea. Also known as a coffeehouse/shop, bistro or sidewalk cafe."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_fast_food,fast food,Fast food restaurant. The kind of food served can be tagged with cuisines and diets.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_food_court,food court,"An area with several different restaurant food counters and a shared eating area. Commonly found in malls, airports, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_ice_cream,ice cream,Ice cream shop or ice cream parlour. A place that sells ice cream and frozen yoghurt over the counter
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_pub,pub,A place selling beer and other alcoholic drinks; may also provide food or accommodation (UK).
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_restaurant,restaurant,Restaurant (not fast food). The kind of food served can be tagged with cuisines and diets.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_college,college,Campus or buildings of an institute of Further Education (aka continuing education)
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_driving_school,driving school,Driving School which offers motor vehicle driving lessons
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_kindergarten,kindergarten,"For children too young for a regular school (also known as preschool, playschool or nursery school), in some countries including afternoon supervision of primary school children."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_language_school,language_school,Language School is an educational institution where one studies a foreign language.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_library,library,"A public library (municipal, university, …) to borrow books from."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_toy_library,toy library,"A place to borrow games and toys, or play with them on site."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_music_school,music school,"A music school, an educational institution specialized in the study, training, and research of music."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_school,school,"School and grounds - primary, middle and seconday schools."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_university,university,An university campus  an institute of higher education
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bicycle_parking,bicycle parking,Parking for bicycles.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bicycle_repair_station,bicycle repair station,"General tools for self-service bicycle repairs, usually on the roadside; no service"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bicycle_rental,bicycle rental,Rent a bicycle
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_boat_rental,boat rental,Rent a Boat
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_boat_sharing,boat sharing,Share a Boat
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bus_station,bus station,May also be tagged as public_transport station.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_car_rental,car rental,Rent a car
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_car_sharing,car sharing,Share a car
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_car_wash,car wash,Wash a car
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_vehicle_inspection,vehicle inspection,Government vehicle inspection
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_charging_station,charging station,Charging facility for electric vehicles
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_ferry_terminal,ferry terminal,Ferry terminal/stop. A place where people/cars/etc. can board and leave a ferry.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_fuel,fuel,Petrol station; gas station; marine fuel; … Streets to petrol stations are often tagged highway service.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_grit_bin,grit bin,A container that holds grit or a mixture of salt and grit.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_motorcycle_parking,motorcycle parking,Parking for motorcycles
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_parking,parking,Car park. Nodes and areas (without access tag) will get a parking symbol. Areas will be coloured. Streets on car parking are often tagged highway=service and service=parking_aisle.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_parking_entrance,parking entrance,An entrance or exit to an underground or multi-storey parking facility. Group multiple parking entrances together with a relation using the tags type=site and site=parking. Do not mix with amenity=parking.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_parking_space,parking space,A single parking space. Group multiple parking spaces together with a relation using the tags type=site and site=parking. Do not mix with amenity=parking.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_taxi,taxi,A place where taxis wait for passengers.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_atm,atm,ATM or cash point  a device that provides the clients of a financial institution with access to financial transactions.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bank,bank,"Bank or credit union  a financial establishment where customers can deposit and withdraw money, take loans, make investments and transfer funds."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bureau_de_change,bureau de change,"Bureau de change, money changer, currency exchange, Wechsel, cambio – a place to change foreign bank notes and travellers cheques."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_baby_hatch,baby hatch,"A place where a baby can be, out of necessity, anonymously left to be safely cared for and perhaps adopted."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_clinic,clinic,A medium-sized medical facility or health centre.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_dentist,dentist,A dentist practice / surgery.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_doctors,doctors,A doctor's practice / surgery.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_hospital,hospital,A hospital providing in-patient medical treatment. Often used in conjunction with emergency  to note whether the medical centre has emergency facilities.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_nursing_home,nursing_home,Discouraged tag for a home for disabled or elderly persons who need permanent care. Use amenity=social_facility + social_facility=nursing_home now.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_pharmacy,pharmacy,Pharmacy  a shop where a pharmacist sells medications dispensing=yes/no - availability of prescription-only medications
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_social_facility,social facility,"A facility that provides social services  group & nursing homes, workshops for the disabled, homeless shelters, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_veterinary,veterinary,"A place where a veterinary surgeon, also known as a veterinarian or vet, practices."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_arts_centre,arts centre,A venue where a variety of arts are performed or conducted
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_brothel,brothel,An establishment specifically dedicated to prostitution
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_casino,casino,"A gambling venue with at least one table game(e.g. roulette, blackjack) that takes bets on sporting and other events at agreed upon odds."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_cinema,cinema,A place where films are shown (US  movie theater)
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_community_centre,community centre,"A place mostly used for local events, festivities and group activities; including special interest and special age groups."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_conference_centre,conference centre,A large building that is used to hold a convention
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_events_venue,events venue,A building specifically used for organising events
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_fountain,fountain,A fountain for cultural / decorational / recreational purposes.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_gambling,gambling,"A place for gambling, not being a shop=bookmaker, shop=lottery, amenity=casino, or leisure=adult_gaming_centre."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_love_hotel,love_hotel,A love hotel is a type of short-stay hotel operated primarily for the purpose of allowing guests privacy for sexual activities.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_nightclub,nightclub,"A place to drink and dance (nightclub). The German word is ""Disco"" or ""Discothek"". Please don't confuse this with the German ""Nachtclub"" which is most likely amenity=stripclub."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_planetarium,planetarium,A planetarium.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_public_bookcase,public_bookcase,A street furniture containing books. Take one or leave one.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_social_centre,social centre,A place for free and not-for-profit activities.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_stripclub,stripclub,A place that offers striptease or lapdancing (for sexual services use amenity=brothel).
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_studio,studio,TV radio or recording studio
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_swingerclub,swingerclub,A club where people meet to have a party and group sex.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_theatre,theatre,"A theatre or opera house where live performances occur, such as plays, musicals and formal concerts. Use amenity=cinema for movie theaters."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_courthouse,courthouse,"A building home to a court of law, where justice is dispensed"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_embassy,embassy,"An embassy, consulate or diplomatic office. Also see office=diplomatic"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_fire_station,fire station,A station of a fire brigade
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_police,police,A police station where police officers patrol from and that is a first point of contact for civilians
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_post_box,post box,A box for the reception of mail. Alternative mail-carriers can be tagged via operator 
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_post_depot,post depot,"Post depot or delivery office, where letters and parcels are collected and sorted prior to delivery."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_post_office,post office,Post office building with postal services
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_prison,prison,A prison or jail where people are incarcerated before trial or after conviction
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_ranger_station,ranger station,"National Park visitor headquarters  official park visitor facility with police, visitor information, permit services, etc"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_townhall,townhall,"Building where the administration of a village, town or city may be located, or just a community meeting place"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bbq,bbq,"BBQ or Barbecue is a permanently built grill for cooking food, which is most typically used outdoors by the public. For example these may be found in city parks or at beaches. Use the tag fuel  to specify the source of heating, such as fuel=wood;electric;charcoal. For mapping nearby table and chairs, see also the tag tourism=picnic_site. For mapping campfires and firepits, instead use the tag leisure=firepit."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bench,bench,A bench to sit down and relax a bit
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_dog_toilet,dog toilet,Area designated for dogs to urinate and excrete.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_drinking_water,drinking water,"Drinking water is a place where humans can obtain potable water for consumption. Typically, the water is used for only drinking. Also known as a drinking fountain or bubbler."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_give_box,give box,A small facility where people drop off and pick up various types of items in the sense of free sharing and reuse.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_shelter,shelter,A small shelter against bad weather conditions. To additionally describe the kind of shelter use shelter_type .
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_shower,shower,Public shower or bath.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_telephone,telephone,Public telephone
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_toilets,toilet,Public toilets (might require a fee)
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_water_point,water point,Place where you can get large amounts of drinking water
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_watering_place,watering place,Place where water is contained and animals can drink
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_sanitary_dump_station,sanitary dump station,A place for depositing human waste from a toilet holding tank.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_recycling,recycling,"Recycling facilities (bottle banks, etc.). Combine with recycling_type=container for containers or recycling_type=centre for recycling centres."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_waste_basket,waste basket,A single small container for depositing garbage that is easily accessible for pedestrians.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_waste_disposal,waste disposal,"A medium or large disposal bin, typically for bagged up household or industrial waste."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_waste_transfer_station,waste transfer station,"A waste transfer station is a location that accepts, consolidates and transfers waste in bulk."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_animal_boarding,animal boarding,"A facility where you, paying a fee, can bring your animal for a limited period of time (e.g. for holidays)"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_animal_breeding,animal breeding,"A facility where animals are bred, usually to sell them"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_animal_shelter,animal shelter,A shelter that recovers animals in trouble
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_baking_oven,baking oven,"An oven used for baking bread and similar, for example inside a building=bakehouse."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_childcare,childcare,A place where children of different ages are looked after which is not an amenity=kindergarten or preschool.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_clock,clock,A public visible clock
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_crematorium,crematorium,A place where dead human bodies are burnt
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_dive_centre,dive centre,A dive center is the base location where sports divers usually start scuba diving or make dive guided trips at new locations.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_funeral_hall,funeral hall,"A place for holding a funeral ceremony, other than a place of worship."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_grave_yard,grave yard,"A (smaller) place of burial, often you'll find a church nearby. Large places should be landuse=cemetery instead."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_gym,gym,Deprecated. Use leisure=fitness_centre or leisure=sports_centre instead. A place which houses exercise equipment for the purpose of physical exercise.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_hunting_stand,hunting stand,A hunting stand  an open or enclosed platform used by hunters to place themselves at an elevated height above the terrain
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_internet_cafe,internet cafe,A place whose principal role is providing internet services to the public.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_kitchen,kitchen,A public kitchen in a facility to use by everyone or customers
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_kneipp_water_cure,kneipp water cure,Outdoor foot bath facility. Usually this is a pool with cold water and handrail. Popular in German speaking countries.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_lounger,lounger,An object for people to lie down.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_marketplace,marketplace,A marketplace where goods and services are traded daily or weekly.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_monastery,monastery,Monastery is the location of a monastery or a building in which monks and nuns live.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_photo_booth,photo booth,Photo Booth – A stand to create instant photo.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_place_of_mourning,place of mourning,"A room or building where families and friends can come, before the funeral, and view the body of the person who has died."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_place_of_worship,place of worship,"A church, mosque, or temple, etc. Note that you also need religion , usually denomination  and preferably name  as well as amenity=place_of_worship."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_public_bath,public bath,"A location where the public may bathe in common, etc. japanese onsen, turkish bath, hot spring"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_public_building,public building,A generic public building. Don't use! See office=government.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_refugee_site,refugee site,A human settlement sheltering refugees or internally displaced persons
http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_vending_machine,vending machine,"A machine selling goods – food, tickets, newspapers, etc. Add type of goods using "
